title,description,publishedAt,videoId
Phil Collins - True Colors (Official Music Video),"In 1998, Phil Collins covered Cyndi Lauper's ""True Colors"" for his compilation album ""˜...Hits'.

Stream: https://PhilCollins.lnk.to/Stream 

🔔 Subscribe to Phil Collins' YouTube channel!: https://philcollins.lnk.to/yts 

Watch Phil's Official Music Videos: https://www.youtube.com/playlist?list=PLEF9AC9E0A3ABFD37

Stay up-to-date with Phil Collins:
Official website: https://philcollins.com/
Like on Facebook: https://www.facebook.com/PhilCollins
Follow on Instagram: https://www.instagram.com/officialphilcollins/
Follow on Twitter/X: https://www.twitter.com/PhilCollinsFeed

Lyrics
You with the sad eyes
Don't be discouraged
Oh I realize
It's hard to take courage
In a world full of people
You can lose sight of it all
And the darkness, inside you
Can make you feel so small

But I see your true colors
Shining through
I see your true colors
And that's why I love you
So don't be afraid to let them show
Your true colors
True colors are beautiful,
Like a rainbow

Show me a smile
And don't be unhappy,
Can't remember
When I last saw you laughing
If this world makes you crazy
And you've taken all you can bear
Just call me up
Because you know I'll be there

And I'll see your true colors
Shining through
I see your true colors
And that's why I love you
So don't be afraid to let them show
Just show your true colors
True colors are beautiful,
Like a rainbow

Such sad eyes
Take courage now
Realize

When this world makes you crazy
And you've taken all you can bear
Just call me up
Because you know I'll be there

And I'll see your true colors
Shining through
I see your true colors
And that's why I love you
So don't be afraid to let them show
Just show your true colors
True colors, true colors

There's a shining through
I see your true colors
And that's why I love you
So don't be afraid just let them show
Your true colors, true colors
True colors are beautiful,
Beautiful, like a rainbow

Show me your colors
Show me your colors
Show me your rainbow
Show me your rainbow
Show me your colors
Show me your rainbow
That's why I love you
Show me your colors
Show me your rainbow
That's why I love you
Show me your colors
Show me your rainbow

----------------------

This is the official YouTube channel for the solo work of English singer-songwriter, drummer, and producer, Mr. Phil Collins. As a solo artist, he has sold more than 100 million records, won 7 Grammys, 6 Brit awards, and an Oscar.",2024-01-20T02:03:17Z,2FMtxACKlYM
Daryl Hall & John Oates - You Make My Dreams (Official HD Video),"Official HD Video for “You Make My Dreams” by Daryl Hall & John Oates
Listen to Daryl Hall & John Oates: https://hallandoates.lnk.to/listenYD

Subscribe to the official Daryl Hall & John Oates YouTube Channel: https://hallandoates.lnk.to/subscribeYD

Watch more Hall & Oates videos: https://hallandoates.lnk.to/listenYC/youtube

Follow Daryl Hall & John Oates:
Facebook: https://hallandoates.lnk.to/followFI
Twitter: https://hallandoates.lnk.to/followTI
Instagram: https://hallandoates.lnk.to/followII
Website: https://hallandoates.lnk.to/followWI
Spotify: https://hallandoates.lnk.to/followSI

Chorus:
Oh yeah, well, well you (Ooh, ooh, ooh ooh ooh)
You make a-my dreams come true
(You) You (You, you, ooh ooh ooh, you)
Well, well, well you (Ooh, ooh, ooh ooh ooh)
Oh yeah, a-you make a-my dreams come true
(You, you, you, ooh ooh ooh, you)
Well yeah

#DarylHall #JohnOates #HallAndOates #YouMakeMyDreams #Voices #HD #boots #bootchristmas",2024-01-20T02:03:06Z,EErSKhC0CZs
Phil Collins - Everyday (Official Music Video) [HD Upgrade],"""Everyday"" is the second single to be released from Phil Collins' fifth solo album ""Both Sides"" in 1994.

Stream: https://PhilCollins.lnk.to/Stream 

🔔 Subscribe to Phil Collins' YouTube channel!: https://philcollins.lnk.to/yts 

Watch Phil's Official Music Videos: https://www.youtube.com/playlist?list=PLEF9AC9E0A3ABFD37

Stay up-to-date with Phil Collins:
Official website: https://philcollins.com/
Like on Facebook: https://www.facebook.com/PhilCollins
Follow on Instagram: https://www.instagram.com/officialphilcollins/
Follow on Twitter/X: https://www.twitter.com/PhilCollinsFeed

Lyrics
Love can make you do things you never dreamed possible...'

I got lost, couldn't find my way
and I guess there's nothing more to say
love can make you blind, make you act so strange
but I'm here and here I will stay

So everyday I cry
yes everyday I fall
do you ever wonder why, why I love everything about you

But everyday I say I'll try to make my heart be still
'til then every way there is to cry, ourselves to sleep we will

It picked me up, knocked me off my feet
I've got no way to explain
still I love you, love you, love you but this fire inside
will never see the light of day

So everyday goes by
and everyday I fall
it makes me wonder why,
my life's worth nothing without you

But everyday I say I'll try
to make my heart be still
'cos every way there is to cry,
ourselves to sleep, we will

You'll never know, no, no, no ,no ,no
you'll never know just how close we were
you'll never know, no, no, no ,no ,no
you'll never know
no you'll never see

The book closes and we try to forget
but I know that things won't change
how we feel, how life goes on
and that seems so strange

And so the light fades away
try, try, try as I may
I can't stop thinking about you
it seems my life's worth nothing without you

But everyday I say I'll try
to make my heart be still
'til then every way there is to cry,
ourselves to sleep, we will

Everyday, everyday you know I try so hard
everyday, everyday it gets a little harder

----------------------

This is the official YouTube channel for the solo work of English singer-songwriter, drummer, and producer, Mr. Phil Collins. As a solo artist, he has sold more than 100 million records, won 7 Grammys, 6 Brit awards, and an Oscar.",2024-01-20T02:02:41Z,xQpsXA36uq4
"Eurythmics, Annie Lennox, Dave Stewart - Would I Lie to You? (Official Video)","Eurythmics - Would I Lie to You? (Official Video)
Preorder Eurythmics vinyl released in 2018 -http://smarturl.it/EU_multi
Listen on Spotify -http://smarturl.it/EUC_SP
Listen on Apple Music - http://smarturl.it/Eurythmics_Essential
Amazon - http://smarturl.it/EUC_AM

Follow Eurythmics
Website - http://www.eurythmics.com/
Facebook - https://www.facebook.com/eurythmics/
Instagram - https://www.instagram.com/eurythmicsmusic/
Twitter - https://twitter.com/eurythmics 

Lyrics
Would I Lie To You?

Would I lie to you?
Would I lie to you honey?
Now would I say something that wasn't true?
I'm asking you sugar
Would I lie to you?

My friends, know what's in store.
I won't be here anymore.
I've packed my bags
I've cleaned the floor.
Watch me walkin'.
Walkin' out the door.

Believe me, I'll make it make it
Believe me, I'll make it make it

Would I lie to you?
Would I lie to you honey?
Now would I say something that wasn't true?
I'm asking you sugar
Would I lie to you?

Tell you straight, no intervention.
To your face, no deception.
You're the biggest fake.
That much is true.
Had all I can take.
Now I'm leaving you

Believe me, I'll make it make it
Believe me, I'll make it make it

Would I lie to you?
Would I lie to you honey?
Now would I say something that wasn't true?
I'm asking you sugar
Would I lie to you?

Would I lie to you?
Would I lie to you honey?
Now would I say something that wasn't true?
I'm asking you sugar
Would I lie to you?

My friends, know what's in store.
I won't be here anymore.
I've packed my bags
I've cleaned the floor.
Watch me walkin'.
Walkin' out the door.

Believe me, I'll make it make it
Believe me, I'll make it make it

Would I lie to you?",2024-01-20T02:02:35Z,Uhpu2N4rQZM
Gowan - A Criminal Mind (Official Music Video),"Gowan's official music video for 'A Criminal Mind' from his 1985 release 'Strange Animal'.

℗ 1985 Guerrilla Tours under exclusive license to Linus Entertainment Inc. Words and music by Lawrence Gowan. © 1985 ole Mark-Cain Music Publishing.

Follow Gowan Here!
-http://www.gowan.org/
-https://www.facebook.com/officialgowan
-https://twitter.com/officialgowan
-https://www.instagram.com/gowan",2024-01-20T02:02:33Z,qeFm-rM51K4
Starship - We Built This City (Official Music Video) [HD],"You're watching the official music video remastered in HD for Starship - ""We Built This City"" from the 1985 album 'Knee Deep in the Hoopla'. 

Subscribe to the Rhino Channel! https://Rhino.lnk.to/YouTubeSubID

Performers: Craig Chaquico, Pete Sears, Mickey Thomas, Grace Slick, Donny Baldwin
Songwriters: Bernie Taupin, Martin Page, Dennis Lambert, Peter Wolf

Check Out Our Favorite Playlists:
Classic Rock https://Rhino.lnk.to/YTClassicRockID
80s Hits https://Rhino.lnk.to/YT80sHitsID
80s Hard Rock https://Rhino.lnk.to/YT80sHardRockID
80s Alternative https://Rhino.lnk.to/YT80sAlternativeID
90s Hits https://Rhino.lnk.to/YT90sHitsID

Stay connected with RHINO on...
Facebook https://www.facebook.com/RHINO/
Instagram https://www.instagram.com/rhino_records
Twitter https://twitter.com/Rhino_Records
https://www.rhino.com/

Lyrics:
We built this city
We built this city on rock and roll
Built this city
We built this city on rock and roll

Say you don't know me
Or recognize my face
Say you don't care who goes
To that kind of place
Knee deep in the hoopla
Sinking in your fight
Too many runaways
Eating up the night

Marconi plays the mamba
Listen to the radio, don't you remember?
We built this city
We built this city on rock and roll

We built this city
We built this city on rock and roll
Built this city
We built this city on rock and roll

Someone always playing
Corporation games
Who cares they're always changing
Corporation names
We just want to dance here
Someone stole the stage
They call us irresponsible
Write us off the page

Marconi plays the mamba
Listen to the radio, don't you remember?
We built this city
We built this city on rock and roll

We built this city
We built this city on rock and roll
Built this city
We built this city on rock and roll

It's just another Sunday
In a tired old street
Police have got the chokehold, oh
And we just lost the beat
Who counts the money
Underneath the bar
Who rides the wrecking ball
Into our guitars
Don't tell us you need us
'Cause we're the ship of fools
Looking for America
Coming through your schools

I'm looking out over that Golden Gate bridge
On another gorgeous sunny Saturday
And I'm seeing that bumper to bumper traffic
Don't you remember? ('Member, 'member)
It's your favorite radio station
In your favorite radio city
The city by the bay, the city that rocks
The city that never sleeps

Marconi plays the mamba
Listen to the radio, don't you remember?
We built this city
We built this city on rock and roll

We built this city
We built this city on rock and roll
Built this city
We built this city on rock and roll

Built this city (Oo-ho)
We built this city on rock and roll
Built this city
We built this city on rock and roll

We built, we built this city, yeah
(Built this city) We built, we built this city
We built, we built this city, yeah
(Built this city) We built, we built this city
We built, we built this city, yeah
(Built this city) We built, we built this city
We built, we built this city, yeah
(Built this city) We built, we built this city
We built, we built this city, yeah

***********************************************************

RHINO is the official YouTube channel of the greatest music catalog in the world. Founded in 1978, Rhino is the world's leading pop culture label specializing in classic rock, soul, and 80's and 90's alternative. The vast Rhino catalog of more than 5,000 albums, videos, and hit songs features material by Warner Music Group artists such as Van Halen, Madonna, Duran Duran, Aretha Franklin, Ray Charles, The Doors, Chicago, Black Sabbath, John Coltrane, Yes, Alice Cooper, Linda Ronstadt, The Ramones, The Monkees, Carly Simon, and Curtis Mayfield, among many others. Check back for classic music videos, live performances, hand-curated playlists, the Rhino Podcast, and more!",2024-01-20T02:02:27Z,K1b8AhIsSYQ
Mr. Brightside,"Provided to YouTube by Universal Music Group

Mr. Brightside · The Killers

Hot Fuss

℗ An Island Records Release; ℗ 2004 UMG Recordings, Inc.

Released on: 2007-07-04

Producer, Studio  Personnel, Recording  Engineer: Jeff Saltzman
Producer: The Killers
Studio  Personnel, Asst.  Recording  Engineer: Dave Stedronsky
Studio  Personnel, Asst.  Recording  Engineer, Mixer: Mark Needham
Studio  Personnel, Asst.  Recording  Engineer: Will Brierre
Studio  Personnel, Asst.  Recording  Engineer: Dario Dendi
Associated  Performer, Vocals, Synthesizer: Brandon Flowers
Associated  Performer, Guitar: Dave Keuning
Associated  Performer, Bass ( Vocal): Mark Stoermer
Associated  Performer, Drums: Ronnie Vannucci
Composer  Lyricist: Brandon Flowers
Composer  Lyricist: Dave Keuning

Auto-generated by YouTube.",2024-01-20T02:02:18Z,m2zUrruKjDQ
The Killers - Mr. Brightside (Official Music Video),"New Album ‘Imploding The Mirage’ Out Now:
https://thekillers.lnk.to/ImplodingTheMirageID

Follow The Killers:
Instagram: https://www.instagram.com/thekillers/
Facebook: https://www.facebook.com/Thekillers/
Twitter: https://twitter.com/thekillers
Website: https://www.thekillersmusic.com/

Subscribe Now:
https://thekillers.lnk.to/TheKillersSubYD
Watch More:
https://thekillers.lnk.to/MusicVideosYD

#TheKillers #MrBrightside #Remastered #Vevo #AlternativeRock #OfficialMusicVideo #Indie",2024-01-20T02:01:47Z,gGdGFtwCNBE
Steve Winwood - Back In The High Life Again (Official Video),"Watch the official music video for ""Back In The High Life Again"" performed by SteveWinwood

Best of SteveWinwood: https://goo.gl/8dc7ED
Subscribe here: https://goo.gl/mJ3es8


Music video by Steve Winwood performing Back In The High Life Again. (C) 1986 Universal Island Records Ltd. A Universal Music Company.

#SteveWinwood #BackInTheHighLifeAgain #Vevo",2024-01-20T02:01:40Z,Adw772km7PQ
Phil Collins - Against All Odds (Take A Look At Me Now) (Official Music Video),"""Against All Odds (Take A Look At Me Now)"" is a power ballad written by Phil Collins for the 1984 film ""Against All Odds"".

Stream: https://PhilCollins.lnk.to/Stream 

🔔 Subscribe to Phil Collins' YouTube channel!: https://philcollins.lnk.to/yts 

Watch Phil's Official Music Videos: https://www.youtube.com/playlist?list=PLEF9AC9E0A3ABFD37

Stay up-to-date with Phil Collins:
Official website: https://philcollins.com/
Like on Facebook: https://www.facebook.com/PhilCollins
Follow on Instagram: https://www.instagram.com/officialphilcollins/
Follow on Twitter/X: https://www.twitter.com/PhilCollinsFeed

Lyrics
How can I just let you walk away, just let you leave without a trace
When I stand here taking every breath with you, ooh
You're the only one who really knew me at all

How can you just walk away from me,
When all I can do is watch you leave
Cause we've shared the laughter and the pain and even shared the tears
You're the only one who really knew me at all

So take a look at me now, oh there's just an empty space
And there's nothing left here to remind me,
Just the memory of your face
Ooh take a look at me now, well there's just an empty space
And you coming back to me is against the odds and that's what I've got to face

I wish I could just make you turn around,
Turn around and see me cry
There's so much I need to say to you,
So many reasons why
You're the only one who really knew me at all

So take a look at me now, well there's just an empty space
And there's nothing left here to remind me, just the memory of your face
Now take a look at me now, cause there's just an empty space

But to wait for you, is all I can do and that's what I've got to face
Take a good look at me now, cause I'll still be standing here
And you coming back to me is against all odds
It's the chance I've gotta take

Take a look at me now

----------------------

This is the official YouTube channel for the solo work of English singer-songwriter, drummer, and producer, Mr. Phil Collins. As a solo artist, he has sold more than 100 million records, won 7 Grammys, 6 Brit awards, and an Oscar.",2024-01-20T02:01:36Z,wuvtoyVi7vY
